Category,Resume
Conservation,"Education: Bachelor's in Environmental Science Experience: 2 years Skills: Vue.js, Adaptability, Python, Penetration Testing, Safety, Problem Solving, Communication, HTML Bachelor's in Environmental Science Vue.js|Adaptability|Python|Penetration Testing|Safety|Problem Solving|Communication|HTML|Conservation|Environmental Knowledge|Law Enforcement Conservation Officer"
Healthcare,"Education: PT License Experience: 4 years Skills: Patient Assessment, Query Optimization, Exercise Prescription, Compassion, MongoDB, Anatomy Knowledge, Communication, Physical Therapy PT License Patient Assessment|Query Optimization|Exercise Prescription|Compassion|MongoDB|Anatomy Knowledge|Communication|Physical Therapy|PostgreSQL Physical Therapist"
Technology,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Mobile Design, Swift, Scrum, REST API, iOS SDK, Xcode, Objective-C, Jira Bachelor's in Computer Science Mobile Design|Swift|Scrum|REST API|iOS SDK|Xcode|Objective-C|Jira Mobile Developer iOS"
Operations & Supply Chain,"Education: Bachelor's in Logistics Experience: 1 years Skills: Supplier Management, Encryption, Cost Optimization, Adaptability, Distribution, Fleet Management, Deep Learning, Software Bachelor's in Logistics Supplier Management|Encryption|Cost Optimization|Adaptability|Distribution|Fleet Management|Deep Learning|Software|MySQL|Penetration Testing|Logistics Planning Logistics Manager"
Skilled Trades,"Education: Apprenticeship Experience: 5 years Skills: Code Knowledge, Problem Solving, Technical Knowledge, Statistics, Troubleshooting, Azure, Safety, Electrical Work Apprenticeship Code Knowledge|Problem Solving|Technical Knowledge|Statistics|Troubleshooting|Azure|Safety|Electrical Work Electrician"
Technology,"Education: Master's in Machine Learning Experience: 3 years Skills: Deep Learning, Kubernetes, PHP, Artificial Intelligence, Python, NumPy, Problem Solving, Encryption Master's in Machine Learning Deep Learning|Kubernetes|PHP|Artificial Intelligence|Python|NumPy|Problem Solving|Encryption|TensorFlow|Research AI/ML Specialist"
Entertainment & Media,"Education: Bachelor's in Literature Experience: 0 years Skills: Communication, Research, Writing, Security Architecture, GCP, Storytelling, Prototyping, Attention to Detail Bachelor's in Literature Communication|Research|Writing|Security Architecture|GCP|Storytelling|Prototyping|Attention to Detail|Ruby|Scikit-learn|Creativity Writer"
Technology,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Statistics, Go, Azure, Manual Testing, Selenium, Test Automation, Documentation, API Testing Bachelor's in Computer Science Statistics|Go|Azure|Manual Testing|Selenium|Test Automation|Documentation|API Testing|AWS|Problem Solving Software Test Engineer"
Government & Public Service,"Education: Bachelor's in Public Administration Experience: 2 years Skills: Data Analysis, Research, Redis, Government Knowledge, Writing, Communication, NoSQL, Policy Analysis Bachelor's in Public Administration Data Analysis|Research|Redis|Government Knowledge|Writing|Communication|NoSQL|Policy Analysis Government Analyst"
Creative & Design,"Education: Bachelor's in English Experience: 1 years Skills: Brand Voice, Creativity, Node.js, Research, SEO Knowledge, Angular, Technical Writing, Marketing Bachelor's in English Brand Voice|Creativity|Node.js|Research|SEO Knowledge|Angular|Technical Writing|Marketing|Django|Writing Copywriter"
Creative & Design,"Education: Certification Experience: 2 years Skills: 3D Modeling, Creativity, Software Skills, Problem Solving, Node.js, CloudFormation, Firewalls, Adaptability Certification 3D Modeling|Creativity|Software Skills|Problem Solving|Node.js|CloudFormation|Firewalls|Adaptability|Texturing|Go|Rendering 3D Artist"
Marketing & Sales,"Education: Bachelor's in Business Experience: 2 years Skills: Web Design, Campaign Management, Brand Strategy, Leadership, Communication, Analytics, Budget Management, Oracle Bachelor's in Business Web Design|Campaign Management|Brand Strategy|Leadership|Communication|Analytics|Budget Management|Oracle Marketing Manager"
Education & Training,"Education: Bachelor's in Education Experience: 1 years Skills: Communication, Agile, Counseling, Jira, Student Support, Security Protocols, Scrum, Problem Solving Bachelor's in Education Communication|Agile|Counseling|Jira|Student Support|Security Protocols|Scrum|Problem Solving|Academic Planning|Organization|NumPy Academic Advisor"
Technology,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Networking, Encryption, Linux, Security Architecture, Risk Management, PostgreSQL, Graphic Design, Compliance Bachelor's in Computer Science Networking|Encryption|Linux|Security Architecture|Risk Management|PostgreSQL|Graphic Design|Compliance Security Engineer"
Technology,"Education: Master's in Data Science Experience: 4 years Skills: Creativity, Machine Learning, Statistics, TensorFlow, Scikit-learn, Python, Data Analysis, SQL Master's in Data Science Creativity|Machine Learning|Statistics|TensorFlow|Scikit-learn|Python|Data Analysis|SQL Data Scientist"
Hospitality & Food Service,"Education: Culinary School Experience: 3 years Skills: Training, Food Safety, Culinary Skills, Leadership, Communication, Wireframing, Creativity, Kitchen Management Culinary School Training|Food Safety|Culinary Skills|Leadership|Communication|Wireframing|Creativity|Kitchen Management|Jupyter Sous Chef"
Construction & Real Estate,"Education: Bachelor's in Construction Management Experience: 4 years Skills: Adaptability, Compliance, Safety, Budget Control, Contractor Management, Construction Knowledge, Prototyping, AWS Bachelor's in Construction Management Adaptability|Compliance|Safety|Budget Control|Contractor Management|Construction Knowledge|Prototyping|AWS|Project Management Construction Manager"
Technology,"Education: Bachelor's in Business Experience: 2 years Skills: Backlog Management, Agile, Product Strategy, Communication, Java, Business Acumen, REST API, C# Bachelor's in Business Backlog Management|Agile|Product Strategy|Communication|Java|Business Acumen|REST API|C#|Leadership|Kanban|Time Management Product Owner"
Healthcare,"Education: Doctor of Pharmacy Experience: 1 years Skills: Market Research, Patient Counseling, PyTorch, Leadership, Prototyping, Mobile Security, Communication, Pharmacy Knowledge Doctor of Pharmacy Market Research|Patient Counseling|PyTorch|Leadership|Prototyping|Mobile Security|Communication|Pharmacy Knowledge|Attention to Detail|Accuracy|Drug Interactions Pharmacist"
Technology,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Sales Engineering, Communication, Client Relations, Technical Knowledge, Documentation, Problem Solving, Security Protocols, Product Demonstration Bachelor's in Computer Science Sales Engineering|Communication|Client Relations|Technical Knowledge|Documentation|Problem Solving|Security Protocols|Product Demonstration|C# Pre-Sales Engineer"
Engineering & Manufacturing,"Education: Bachelor's in Electrical Engineering Experience: 3 years Skills: Power Systems, Technical Knowledge, CAD, Circuit Design, CSS, Electrical Systems, Troubleshooting, GraphQL Bachelor's in Electrical Engineering Power Systems|Technical Knowledge|CAD|Circuit Design|CSS|Electrical Systems|Troubleshooting|GraphQL|Decision Making Electrical Engineer"
Data & Analytics,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Python, TensorFlow, App Testing, SQL, Query Optimization, Apache Spark, Scala, Big Data Bachelor's in Computer Science Python|TensorFlow|App Testing|SQL|Query Optimization|Apache Spark|Scala|Big Data|React|Distributed Computing Spark Developer"
Technology,"Education: Bachelor's in Computer Science Experience: 3 years Skills: Xcode, Documentation, Objective-C, Mobile Design, Swift, Docker, iOS SDK, REST API Bachelor's in Computer Science Xcode|Documentation|Objective-C|Mobile Design|Swift|Docker|iOS SDK|REST API|Tableau|Cassandra Mobile Developer iOS"
Creative & Design,"Education: Master's in Creative Fields Experience: 6 years Skills: Budget Management, Design Knowledge, Strategic Thinking, User Experience, Team Management, NumPy, Azure, Creative Vision Master's in Creative Fields Budget Management|Design Knowledge|Strategic Thinking|User Experience|Team Management|NumPy|Azure|Creative Vision|Leadership|Communication Creative Director"
Technology,"Education: Security Certification Experience: 5 years Skills: DevOps, Mobile UI/UX, CI/CD, Compliance, Linux, React Native, Container Security, R Security Certification DevOps|Mobile UI/UX|CI/CD|Compliance|Linux|React Native|Container Security|R|Security|Java DevSecOps Engineer"
Conservation,"Education: Bachelor's in Environmental Science Experience: 2 years Skills: Shell Scripting, Public Safety, Communication, Outdoor Skills, Scala, Swift, Problem Solving, Conservation Bachelor's in Environmental Science Shell Scripting|Public Safety|Communication|Outdoor Skills|Scala|Swift|Problem Solving|Conservation|Environmental Knowledge Park Ranger"
Technology,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Teamwork, Network Security, Python, Problem Solving, Java, Git, C++, Software Design Bachelor's in Computer Science Teamwork|Network Security|Python|Problem Solving|Java|Git|C++|Software Design|Critical Thinking Software Engineer"
Technology,"Education: Bachelor's in Computer Science Experience: 5 years Skills: Adaptability, Magento, Critical Thinking, E-commerce, Scala, JavaScript, PHP, Problem Solving Bachelor's in Computer Science Adaptability|Magento|Critical Thinking|E-commerce|Scala|JavaScript|PHP|Problem Solving|Serverless|MySQL Magento Developer"
Engineering & Manufacturing,"Education: Bachelor's in Biomedical Engineering Experience: 5 years Skills: CAD, Technical Design, Regulatory Knowledge, Budget Management, Microservices, Medical Devices, Problem Solving, App Testing Bachelor's in Biomedical Engineering CAD|Technical Design|Regulatory Knowledge|Budget Management|Microservices|Medical Devices|Problem Solving|App Testing|CSS|Biomedical Systems Biomedical Engineer"
Technology,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Technical Writing, Angular, CSS, GraphQL, Flutter, Cassandra, RxJS, API Integration Bachelor's in Computer Science Technical Writing|Angular|CSS|GraphQL|Flutter|Cassandra|RxJS|API Integration|JavaScript|Adobe Creative Suite|TypeScript Angular Developer"
Creative & Design,"Education: Bachelor's in Design Experience: 2 years Skills: Mentoring, UI Principles, Creativity, Visual Design, Design Systems, Prototyping Tools, Documentation, REST API Bachelor's in Design Mentoring|UI Principles|Creativity|Visual Design|Design Systems|Prototyping Tools|Documentation|REST API|Figma|PHP|Compliance UI Designer"
Technology,"Education: SAP Certification Experience: 3 years Skills: Enterprise Systems, ABAP, Problem Solving, React, SQL, Ruby, React Native, SAP SAP Certification Enterprise Systems|ABAP|Problem Solving|React|SQL|Ruby|React Native|SAP|Security Protocols|Configuration SAP Developer"
Finance & Accounting,"Education: Bachelor's in Economics Experience: 4 years Skills: Valuation, Python, Risk Assessment, Statistics, Angular, Kotlin, User Interface, Financial Modeling Bachelor's in Economics Valuation|Python|Risk Assessment|Statistics|Angular|Kotlin|User Interface|Financial Modeling|Risk Analysis|Excel Financial Analyst"
Technology,"Education: Networking Certification Experience: 1 years Skills: Configuration, Routing, Cisco, Security, TCP/IP, Jenkins, Networking, Ansible Networking Certification Configuration|Routing|Cisco|Security|TCP/IP|Jenkins|Networking|Ansible Network Engineer"
Technology,"Education: Bachelor's in Computer Science Experience: 4 years Skills: LispyScript, Sales, Java Interop, Rust, Clojure, Problem Solving, Functional Programming, Concurrency Bachelor's in Computer Science LispyScript|Sales|Java Interop|Rust|Clojure|Problem Solving|Functional Programming|Concurrency Clojure Developer"
Education & Training,"Education: Master's in Instructional Design Experience: 2 years Skills: Technology, E-Learning, SEO, Assessment, Query Optimization, Adult Learning, Creativity, User Experience Master's in Instructional Design Technology|E-Learning|SEO|Assessment|Query Optimization|Adult Learning|Creativity|User Experience|Course Development Instructional Designer"
Operations & Supply Chain,"Education: Bachelor's in Engineering Experience: 4 years Skills: Data Analysis, Change Management, Leadership, Lean Manufacturing, Process Analysis, Six Sigma, Figma, Angular Bachelor's in Engineering Data Analysis|Change Management|Leadership|Lean Manufacturing|Process Analysis|Six Sigma|Figma|Angular|App Testing Process Improvement Manager"
